motif_id,document_id,chapter_id,chapter_number,paragraph_id,paragraph_number,sentence_id,sentence_number,surface_text,motif_key,motif_type,subtype,char_start,char_end,start_token_id,end_token_id,start_token_number,end_token_number,priority,source,notes
hongloumeng_mo0000570,hongloumeng,hongloumeng_ch003,3,hongloumeng_p00092,27,hongloumeng_s001091,2,金,motif_gold,物象,金,18,19,hongloumeng_t0016429,hongloumeng_t0016429,14,14,60,motif_rule,金玉、財富、命名歧義。
hongloumeng_mo0000571,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00095,3,hongloumeng_s001097,1,玉,motif_jade,物象,玉石,3,4,hongloumeng_t0016511,hongloumeng_t0016511,3,3,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0000572,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00096,4,hongloumeng_s001099,1,書,motif_book,文藝,書,35,36,hongloumeng_t0016589,hongloumeng_t0016589,29,29,55,motif_rule,高歧義，保守使用。
hongloumeng_mo0000573,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00096,4,hongloumeng_s001100,2,金,motif_gold,物象,金,5,6,hongloumeng_t0016595,hongloumeng_t0016595,5,5,60,motif_rule,金玉、財富、命名歧義。
hongloumeng_mo0000574,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00096,4,hongloumeng_s001100,2,酒,motif_wine,飲食,酒,24,25,hongloumeng_t0016604,hongloumeng_t0016604,14,14,70,motif_rule,宴飲與情境。
hongloumeng_mo0000575,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00096,4,hongloumeng_s001100,2,詩,motif_poetry,文藝,詩,34,35,hongloumeng_t0016612,hongloumeng_t0016612,22,22,80,motif_rule,詩社、才情、題詠。
hongloumeng_mo0000576,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00096,4,hongloumeng_s001100,2,書,motif_book,文藝,書,36,37,hongloumeng_t0016613,hongloumeng_t0016613,23,23,55,motif_rule,高歧義，保守使用。
hongloumeng_mo0000577,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00096,4,hongloumeng_s001101,3,書,motif_book,文藝,書,34,35,hongloumeng_t0016641,hongloumeng_t0016641,26,26,55,motif_rule,高歧義，保守使用。
hongloumeng_mo0000578,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00096,4,hongloumeng_s001101,3,書,motif_book,文藝,書,44,45,hongloumeng_t0016650,hongloumeng_t0016650,35,35,55,motif_rule,高歧義，保守使用。
hongloumeng_mo0000579,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00096,4,hongloumeng_s001101,3,書,motif_book,文藝,書,62,63,hongloumeng_t0016663,hongloumeng_t0016663,48,48,55,motif_rule,高歧義，保守使用。
hongloumeng_mo0000580,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00096,4,hongloumeng_s001103,5,青,motif_green_blue,顏色,青色,7,8,hongloumeng_t0016698,hongloumeng_t0016698,6,6,70,motif_rule,服色、植物、空間色彩。
hongloumeng_mo0000581,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00096,4,hongloumeng_s001104,6,玉,motif_jade,物象,玉石,2,3,hongloumeng_t0016731,hongloumeng_t0016731,1,1,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0000582,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00097,5,hongloumeng_s001105,1,雨,motif_rain,自然,雨,5,6,hongloumeng_t0016756,hongloumeng_t0016756,3,3,70,motif_rule,
hongloumeng_mo0000583,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00097,5,hongloumeng_s001106,2,雨,motif_rain,自然,雨,3,4,hongloumeng_t0016794,hongloumeng_t0016794,3,3,70,motif_rule,
hongloumeng_mo0000584,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00097,5,hongloumeng_s001112,8,金,motif_gold,物象,金,6,7,hongloumeng_t0016882,hongloumeng_t0016882,4,4,60,motif_rule,金玉、財富、命名歧義。
hongloumeng_mo0000585,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00098,6,hongloumeng_s001116,1,雨,motif_rain,自然,雨,0,1,hongloumeng_t0016946,hongloumeng_t0016946,1,1,70,motif_rule,
hongloumeng_mo0000586,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00098,6,hongloumeng_s001118,3,白,motif_white,顏色,白色,6,7,hongloumeng_t0016964,hongloumeng_t0016964,5,5,75,motif_rule,潔淨、喪亡、雪色等語境。
hongloumeng_mo0000587,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00098,6,hongloumeng_s001118,3,白,motif_white,顏色,白色,7,8,hongloumeng_t0016964,hongloumeng_t0016964,5,5,75,motif_rule,潔淨、喪亡、雪色等語境。
hongloumeng_mo0000588,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00098,6,hongloumeng_s001120,5,書,motif_book,文藝,書,7,8,hongloumeng_t0017000,hongloumeng_t0017000,6,6,55,motif_rule,高歧義，保守使用。
hongloumeng_mo0000589,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00098,6,hongloumeng_s001122,7,雨,motif_rain,自然,雨,0,1,hongloumeng_t0017029,hongloumeng_t0017029,1,1,70,motif_rule,
hongloumeng_mo0000590,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00098,6,hongloumeng_s001126,11,雨,motif_rain,自然,雨,0,1,hongloumeng_t0017083,hongloumeng_t0017083,1,1,70,motif_rule,
hongloumeng_mo0000591,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00098,6,hongloumeng_s001130,15,雨,motif_rain,自然,雨,0,1,hongloumeng_t0017128,hongloumeng_t0017128,1,1,70,motif_rule,
hongloumeng_mo0000592,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00098,6,hongloumeng_s001132,17,雨,motif_rain,自然,雨,0,1,hongloumeng_t0017192,hongloumeng_t0017192,1,1,70,motif_rule,
hongloumeng_mo0000593,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00098,6,hongloumeng_s001135,20,雨,motif_rain,自然,雨,0,1,hongloumeng_t0017220,hongloumeng_t0017220,1,1,70,motif_rule,
hongloumeng_mo0000594,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00099,7,hongloumeng_s001140,1,雨,motif_rain,自然,雨,0,1,hongloumeng_t0017264,hongloumeng_t0017264,1,1,70,motif_rule,
hongloumeng_mo0000595,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00099,7,hongloumeng_s001143,4,雨,motif_rain,自然,雨,0,1,hongloumeng_t0017303,hongloumeng_t0017303,1,1,70,motif_rule,
hongloumeng_mo0000596,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00099,7,hongloumeng_s001154,15,雨,motif_rain,自然,雨,26,27,hongloumeng_t0017462,hongloumeng_t0017462,21,21,70,motif_rule,
hongloumeng_mo0000597,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00099,7,hongloumeng_s001155,16,白,motif_white,顏色,白色,7,8,hongloumeng_t0017485,hongloumeng_t0017485,5,5,75,motif_rule,潔淨、喪亡、雪色等語境。
hongloumeng_mo0000598,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00099,7,hongloumeng_s001156,17,石,motif_stone,物象,石,0,1,hongloumeng_t0017497,hongloumeng_t0017497,1,1,70,motif_rule,石頭記、頑石神話。
hongloumeng_mo0000599,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00099,7,hongloumeng_s001156,17,石,motif_stone,物象,石,14,15,hongloumeng_t0017508,hongloumeng_t0017508,12,12,70,motif_rule,石頭記、頑石神話。
hongloumeng_mo0000600,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00100,8,hongloumeng_s001157,1,白,motif_white,顏色,白色,4,5,hongloumeng_t0017516,hongloumeng_t0017516,5,5,75,motif_rule,潔淨、喪亡、雪色等語境。
hongloumeng_mo0000601,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00100,8,hongloumeng_s001157,1,玉,motif_jade,物象,玉石,5,6,hongloumeng_t0017516,hongloumeng_t0017516,5,5,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0000602,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00100,8,hongloumeng_s001157,1,金,motif_gold,物象,金,8,9,hongloumeng_t0017518,hongloumeng_t0017518,7,7,60,motif_rule,金玉、財富、命名歧義。
hongloumeng_mo0000603,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00101,9,hongloumeng_s001159,1,金,motif_gold,物象,金,11,12,hongloumeng_t0017555,hongloumeng_t0017555,7,7,60,motif_rule,金玉、財富、命名歧義。
hongloumeng_mo0000604,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00101,9,hongloumeng_s001160,2,書,motif_book,文藝,書,5,6,hongloumeng_t0017562,hongloumeng_t0017562,3,3,55,motif_rule,高歧義，保守使用。
hongloumeng_mo0000605,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00102,10,hongloumeng_s001161,1,白,motif_white,顏色,白色,4,5,hongloumeng_t0017585,hongloumeng_t0017585,3,3,75,motif_rule,潔淨、喪亡、雪色等語境。
hongloumeng_mo0000606,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00102,10,hongloumeng_s001161,1,玉,motif_jade,物象,玉石,5,6,hongloumeng_t0017585,hongloumeng_t0017585,3,3,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0000607,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00102,10,hongloumeng_s001161,1,金,motif_gold,物象,金,12,13,hongloumeng_t0017590,hongloumeng_t0017590,8,8,60,motif_rule,金玉、財富、命名歧義。
hongloumeng_mo0000608,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00103,11,hongloumeng_s001163,1,雪,motif_snow,自然,雪,4,5,hongloumeng_t0017612,hongloumeng_t0017612,3,3,85,motif_rule,潔白、寒冷、詩社場景。
hongloumeng_mo0000609,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00103,11,hongloumeng_s001163,1,金,motif_gold,物象,金,10,11,hongloumeng_t0017616,hongloumeng_t0017616,7,7,60,motif_rule,金玉、財富、命名歧義。
hongloumeng_mo0000610,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00103,11,hongloumeng_s001164,2,紫,motif_purple,顏色,紫色,1,2,hongloumeng_t0017621,hongloumeng_t0017621,2,2,70,motif_rule,服色、身份、空間色彩。
hongloumeng_mo0000611,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00104,12,hongloumeng_s001165,1,雨,motif_rain,自然,雨,0,1,hongloumeng_t0017635,hongloumeng_t0017635,1,1,70,motif_rule,
hongloumeng_mo0000612,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00104,12,hongloumeng_s001167,3,雨,motif_rain,自然,雨,0,1,hongloumeng_t0017651,hongloumeng_t0017651,1,1,70,motif_rule,
hongloumeng_mo0000613,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00104,12,hongloumeng_s001171,7,雪,motif_snow,自然,雪,14,15,hongloumeng_t0017708,hongloumeng_t0017708,11,11,85,motif_rule,潔白、寒冷、詩社場景。
hongloumeng_mo0000614,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00104,12,hongloumeng_s001174,10,雨,motif_rain,自然,雨,0,1,hongloumeng_t0017741,hongloumeng_t0017741,1,1,70,motif_rule,
hongloumeng_mo0000615,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00105,13,hongloumeng_s001181,5,風,motif_wind,自然,風,11,12,hongloumeng_t0017859,hongloumeng_t0017859,8,8,70,motif_rule,
hongloumeng_mo0000616,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00105,13,hongloumeng_s001190,14,雨,motif_rain,自然,雨,0,1,hongloumeng_t0018090,hongloumeng_t0018090,1,1,70,motif_rule,
hongloumeng_mo0000617,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00105,13,hongloumeng_s001194,18,蓮,motif_lotus,花木,蓮,19,20,hongloumeng_t0018128,hongloumeng_t0018128,15,15,75,motif_rule,單字可能與人名重疊。
hongloumeng_mo0000618,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00105,13,hongloumeng_s001195,19,雨,motif_rain,自然,雨,0,1,hongloumeng_t0018132,hongloumeng_t0018132,1,1,70,motif_rule,
hongloumeng_mo0000619,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00106,14,hongloumeng_s001200,3,蓮,motif_lotus,花木,蓮,5,6,hongloumeng_t0018200,hongloumeng_t0018200,4,4,75,motif_rule,單字可能與人名重疊。
hongloumeng_mo0000620,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00106,14,hongloumeng_s001206,9,哭,motif_tears,情感身體,哭泣,9,10,hongloumeng_t0018325,hongloumeng_t0018325,9,9,70,motif_rule,情緒與身體反應。
hongloumeng_mo0000621,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00106,14,hongloumeng_s001214,17,風,motif_wind,自然,風,5,6,hongloumeng_t0018435,hongloumeng_t0018435,5,5,70,motif_rule,
hongloumeng_mo0000622,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00106,14,hongloumeng_s001218,21,花,motif_flower,花木,泛花,51,52,hongloumeng_t0018542,hongloumeng_t0018542,39,39,65,motif_rule,泛稱花，需注意高頻與歧義。
hongloumeng_mo0000623,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00106,14,hongloumeng_s001218,21,蓮,motif_lotus,花木,蓮,63,64,hongloumeng_t0018551,hongloumeng_t0018551,48,48,75,motif_rule,單字可能與人名重疊。
hongloumeng_mo0000624,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00106,14,hongloumeng_s001219,22,花,motif_flower,花木,泛花,15,16,hongloumeng_t0018571,hongloumeng_t0018571,11,11,65,motif_rule,泛稱花，需注意高頻與歧義。
hongloumeng_mo0000625,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00107,15,hongloumeng_s001220,1,雨,motif_rain,自然,雨,0,1,hongloumeng_t0018582,hongloumeng_t0018582,1,1,70,motif_rule,
hongloumeng_mo0000626,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00107,15,hongloumeng_s001222,3,蓮,motif_lotus,花木,蓮,12,13,hongloumeng_t0018611,hongloumeng_t0018611,10,10,75,motif_rule,單字可能與人名重疊。
hongloumeng_mo0000627,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00107,15,hongloumeng_s001223,4,蓮,motif_lotus,花木,蓮,2,3,hongloumeng_t0018614,hongloumeng_t0018614,2,2,75,motif_rule,單字可能與人名重疊。
hongloumeng_mo0000628,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00107,15,hongloumeng_s001225,6,夢,motif_dream,夢幻,夢,3,4,hongloumeng_t0018682,hongloumeng_t0018682,4,4,90,motif_rule,真幻、預示、太虛幻境相關。
hongloumeng_mo0000629,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00107,15,hongloumeng_s001231,12,雨,motif_rain,自然,雨,0,1,hongloumeng_t0018778,hongloumeng_t0018778,1,1,70,motif_rule,
hongloumeng_mo0000630,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00108,16,hongloumeng_s001240,1,雨,motif_rain,自然,雨,0,1,hongloumeng_t0018895,hongloumeng_t0018895,1,1,70,motif_rule,
hongloumeng_mo0000631,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00108,16,hongloumeng_s001244,5,書,motif_book,文藝,書,16,17,hongloumeng_t0018934,hongloumeng_t0018934,9,9,55,motif_rule,高歧義，保守使用。
hongloumeng_mo0000632,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00108,16,hongloumeng_s001246,7,病,motif_illness,身體,疾病,14,15,hongloumeng_t0018975,hongloumeng_t0018975,11,11,85,motif_rule,身體、命運、情感消耗。
hongloumeng_mo0000633,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00108,16,hongloumeng_s001250,11,病,motif_illness,身體,疾病,9,10,hongloumeng_t0019043,hongloumeng_t0019043,8,8,85,motif_rule,身體、命運、情感消耗。
hongloumeng_mo0000634,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00108,16,hongloumeng_s001257,18,雨,motif_rain,自然,雨,0,1,hongloumeng_t0019166,hongloumeng_t0019166,1,1,70,motif_rule,
hongloumeng_mo0000635,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00109,17,hongloumeng_s001261,1,雨,motif_rain,自然,雨,16,17,hongloumeng_t0019207,hongloumeng_t0019207,12,12,70,motif_rule,
hongloumeng_mo0000636,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00109,17,hongloumeng_s001264,4,雨,motif_rain,自然,雨,0,1,hongloumeng_t0019239,hongloumeng_t0019239,1,1,70,motif_rule,
hongloumeng_mo0000637,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00109,17,hongloumeng_s001266,6,雨,motif_rain,自然,雨,0,1,hongloumeng_t0019264,hongloumeng_t0019264,1,1,70,motif_rule,
hongloumeng_mo0000638,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00109,17,hongloumeng_s001266,6,書,motif_book,文藝,書,10,11,hongloumeng_t0019272,hongloumeng_t0019272,9,9,55,motif_rule,高歧義，保守使用。
hongloumeng_mo0000639,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00109,17,hongloumeng_s001267,7,雨,motif_rain,自然,雨,17,18,hongloumeng_t0019311,hongloumeng_t0019311,13,13,70,motif_rule,
hongloumeng_mo0000640,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00110,18,hongloumeng_s001268,1,雨,motif_rain,自然,雨,5,6,hongloumeng_t0019348,hongloumeng_t0019348,5,5,70,motif_rule,
hongloumeng_mo0000641,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00110,18,hongloumeng_s001269,2,蓮,motif_lotus,花木,蓮,6,7,hongloumeng_t0019355,hongloumeng_t0019355,6,6,75,motif_rule,單字可能與人名重疊。
hongloumeng_mo0000642,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00110,18,hongloumeng_s001269,2,金,motif_gold,物象,金,19,20,hongloumeng_t0019364,hongloumeng_t0019364,15,15,60,motif_rule,金玉、財富、命名歧義。
hongloumeng_mo0000643,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00110,18,hongloumeng_s001269,2,書,motif_book,文藝,書,26,27,hongloumeng_t0019368,hongloumeng_t0019368,19,19,55,motif_rule,高歧義，保守使用。
hongloumeng_mo0000644,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00110,18,hongloumeng_s001269,2,香,motif_fragrance,感官,香氣,27,28,hongloumeng_t0019368,hongloumeng_t0019368,19,19,75,motif_rule,女性、空間、物件命名常見。
hongloumeng_mo0000645,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00110,18,hongloumeng_s001278,11,書,motif_book,文藝,書,17,18,hongloumeng_t0019561,hongloumeng_t0019561,14,14,55,motif_rule,高歧義，保守使用。
hongloumeng_mo0000646,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00110,18,hongloumeng_s001279,12,書,motif_book,文藝,書,21,22,hongloumeng_t0019588,hongloumeng_t0019588,17,17,55,motif_rule,高歧義，保守使用。
hongloumeng_mo0000647,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00110,18,hongloumeng_s001280,13,詩,motif_poetry,文藝,詩,5,6,hongloumeng_t0019607,hongloumeng_t0019607,3,3,80,motif_rule,詩社、才情、題詠。
hongloumeng_mo0000648,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00110,18,hongloumeng_s001282,15,風,motif_wind,自然,風,63,64,hongloumeng_t0019741,hongloumeng_t0019741,48,48,70,motif_rule,
hongloumeng_mo0000649,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00110,18,hongloumeng_s001283,16,蓮,motif_lotus,花木,蓮,45,46,hongloumeng_t0019774,hongloumeng_t0019774,30,30,75,motif_rule,單字可能與人名重疊。
hongloumeng_mo0000650,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00110,18,hongloumeng_s001284,17,蓮,motif_lotus,花木,蓮,4,5,hongloumeng_t0019777,hongloumeng_t0019777,2,2,75,motif_rule,單字可能與人名重疊。
hongloumeng_mo0000651,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00110,18,hongloumeng_s001286,19,花,motif_flower,花木,泛花,16,17,hongloumeng_t0019840,hongloumeng_t0019840,12,12,65,motif_rule,泛稱花，需注意高頻與歧義。
hongloumeng_mo0000652,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00111,19,hongloumeng_s001301,15,書,motif_book,文藝,書,20,21,hongloumeng_t0020096,hongloumeng_t0020096,18,18,55,motif_rule,高歧義，保守使用。
hongloumeng_mo0000653,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00112,20,hongloumeng_s001307,1,雨,motif_rain,自然,雨,17,18,hongloumeng_t0020240,hongloumeng_t0020240,12,12,70,motif_rule,
hongloumeng_mo0000654,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00112,20,hongloumeng_s001314,8,風,motif_wind,自然,風,12,13,hongloumeng_t0020353,hongloumeng_t0020353,8,8,70,motif_rule,
hongloumeng_mo0000655,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00113,21,hongloumeng_s001318,4,香,motif_fragrance,感官,香氣,7,8,hongloumeng_t0020408,hongloumeng_t0020408,4,4,75,motif_rule,女性、空間、物件命名常見。
hongloumeng_mo0000656,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00113,21,hongloumeng_s001318,4,白,motif_white,顏色,白色,16,17,hongloumeng_t0020415,hongloumeng_t0020415,11,11,75,motif_rule,潔淨、喪亡、雪色等語境。
hongloumeng_mo0000657,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00113,21,hongloumeng_s001325,11,香,motif_fragrance,感官,香氣,11,12,hongloumeng_t0020538,hongloumeng_t0020538,8,8,75,motif_rule,女性、空間、物件命名常見。
hongloumeng_mo0000658,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00114,22,hongloumeng_s001326,1,香,motif_fragrance,感官,香氣,4,5,hongloumeng_t0020544,hongloumeng_t0020544,3,3,75,motif_rule,女性、空間、物件命名常見。
hongloumeng_mo0000659,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00114,22,hongloumeng_s001330,5,玉,motif_jade,物象,玉石,5,6,hongloumeng_t0020630,hongloumeng_t0020630,3,3,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0000660,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00114,22,hongloumeng_s001330,5,書,motif_book,文藝,書,17,18,hongloumeng_t0020640,hongloumeng_t0020640,13,13,55,motif_rule,高歧義，保守使用。
hongloumeng_mo0000661,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00114,22,hongloumeng_s001334,9,月,motif_moon,自然,月,11,12,hongloumeng_t0020718,hongloumeng_t0020718,9,9,85,motif_rule,夜、情感、詩性場景。
hongloumeng_mo0000662,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00114,22,hongloumeng_s001335,10,酒,motif_wine,飲食,酒,3,4,hongloumeng_t0020746,hongloumeng_t0020746,2,2,70,motif_rule,宴飲與情境。
hongloumeng_mo0000663,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00114,22,hongloumeng_s001335,10,花,motif_flower,花木,泛花,8,9,hongloumeng_t0020749,hongloumeng_t0020749,5,5,65,motif_rule,泛稱花，需注意高頻與歧義。
hongloumeng_mo0000664,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00114,22,hongloumeng_s001338,13,書,motif_book,文藝,書,29,30,hongloumeng_t0020830,hongloumeng_t0020830,23,23,55,motif_rule,高歧義，保守使用。
hongloumeng_mo0000665,hongloumeng,hongloumeng_ch004,4,hongloumeng_p00114,22,hongloumeng_s001339,14,香,motif_fragrance,感官,香氣,4,5,hongloumeng_t0020843,hongloumeng_t0020843,3,3,75,motif_rule,女性、空間、物件命名常見。
hongloumeng_mo0000666,hongloumeng,hongloumeng_ch005,5,hongloumeng_p00115,1,hongloumeng_s001343,2,紅,motif_red,顏色,紅色,22,23,hongloumeng_t0020911,hongloumeng_t0020911,18,18,80,motif_rule,紅樓、女兒、繁華、情感色彩。
hongloumeng_mo0000667,hongloumeng,hongloumeng_ch005,5,hongloumeng_p00115,1,hongloumeng_s001344,3,風,motif_wind,自然,風,10,11,hongloumeng_t0020921,hongloumeng_t0020921,9,9,70,motif_rule,
hongloumeng_mo0000668,hongloumeng,hongloumeng_ch005,5,hongloumeng_p00116,2,hongloumeng_s001346,2,玉,motif_jade,物象,玉石,6,7,hongloumeng_t0020946,hongloumeng_t0020946,3,3,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0000669,hongloumeng,hongloumeng_ch005,5,hongloumeng_p00116,2,hongloumeng_s001346,2,玉,motif_jade,物象,玉石,29,30,hongloumeng_t0020959,hongloumeng_t0020959,16,16,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0000670,hongloumeng,hongloumeng_ch005,5,hongloumeng_p00116,2,hongloumeng_s001347,3,玉,motif_jade,物象,玉石,3,4,hongloumeng_t0020975,hongloumeng_t0020975,2,2,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0000671,hongloumeng,hongloumeng_ch005,5,hongloumeng_p00116,2,hongloumeng_s001347,3,玉,motif_jade,物象,玉石,6,7,hongloumeng_t0020977,hongloumeng_t0020977,4,4,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0000672,hongloumeng,hongloumeng_ch005,5,hongloumeng_p00116,2,hongloumeng_s001348,4,玉,motif_jade,物象,玉石,36,37,hongloumeng_t0021034,hongloumeng_t0021034,26,26,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0000673,hongloumeng,hongloumeng_ch005,5,hongloumeng_p00116,2,hongloumeng_s001349,5,玉,motif_jade,物象,玉石,17,18,hongloumeng_t0021049,hongloumeng_t0021049,12,12,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0000674,hongloumeng,hongloumeng_ch005,5,hongloumeng_p00116,2,hongloumeng_s001349,5,玉,motif_jade,物象,玉石,31,32,hongloumeng_t0021058,hongloumeng_t0021058,21,21,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0000675,hongloumeng,hongloumeng_ch005,5,hongloumeng_p00116,2,hongloumeng_s001351,7,玉,motif_jade,物象,玉石,3,4,hongloumeng_t0021079,hongloumeng_t0021079,2,2,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0000676,hongloumeng,hongloumeng_ch005,5,hongloumeng_p00116,2,hongloumeng_s001352,8,玉,motif_jade,物象,玉石,2,3,hongloumeng_t0021093,hongloumeng_t0021093,1,1,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0000677,hongloumeng,hongloumeng_ch005,5,hongloumeng_p00116,2,hongloumeng_s001353,9,玉,motif_jade,物象,玉石,5,6,hongloumeng_t0021125,hongloumeng_t0021125,4,4,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
hongloumeng_mo0000678,hongloumeng,hongloumeng_ch005,5,hongloumeng_p00116,2,hongloumeng_s001356,12,玉,motif_jade,物象,玉石,20,21,hongloumeng_t0021180,hongloumeng_t0021180,15,15,80,motif_rule,通靈寶玉、賈寶玉、玉石物件需依上下文判斷。
